| network_model                | AuxSparseGuidedDepth                  |
New model saved: weights/2022_07_04-05_52_57_PM/AuxSparseGuidedDepth_13.pth 
| d1       | 0.503626 |
| d2       | 0.693757 |
| d3       | 0.795424 |
| abs_rel  | 0.572684 |
| sq_rel   | 0.465573 |
| rmse     | 0.613175 |
| rmse_log | 0.445042 |
| log10    | 0.161058 |
| silog    | 0.366913 |

New model saved: weights/2022_07_04-05_52_57_PM/AuxSparseGuidedDepth_16.pth 
| d1       | 0.529188 |
| d2       | 0.716423 |
| d3       | 0.810268 |
| abs_rel  | 0.541112 |
| sq_rel   | 0.438239 |
| rmse     | 0.590414 |
| rmse_log | 0.426787 |
| log10    | 0.153088 |
| silog    | 0.35503  |

New model saved: weights/2022_07_04-05_52_57_PM/AuxSparseGuidedDepth_17.pth 
| d1       | 0.546769 |
| d2       | 0.726135 |
| d3       | 0.818328 |
| abs_rel  | 0.521412 |
| sq_rel   | 0.403996 |
| rmse     | 0.564894 |
| rmse_log | 0.412114 |
| log10    | 0.14806  |
| silog    | 0.344142 |

New model saved: weights/2022_07_04-05_52_57_PM/AuxSparseGuidedDepth_18.pth 
| d1       | 0.54798  |
| d2       | 0.729809 |
| d3       | 0.823829 |
| abs_rel  | 0.510584 |
| sq_rel   | 0.389609 |
| rmse     | 0.564587 |
| rmse_log | 0.407808 |
| log10    | 0.14653  |
| silog    | 0.34126  |

New model saved: weights/2022_07_04-05_52_57_PM/AuxSparseGuidedDepth_19.pth 
| d1       | 0.573709 |
| d2       | 0.745877 |
| d3       | 0.834914 |
| abs_rel  | 0.477486 |
| sq_rel   | 0.342444 |
| rmse     | 0.552141 |
| rmse_log | 0.389589 |
| log10    | 0.139594 |
| silog    | 0.329381 |

New model saved: weights/2022_07_04-05_52_57_PM/AuxSparseGuidedDepth_20.pth 
| d1       | 0.575928 |
| d2       | 0.74125  |
| d3       | 0.829751 |
| abs_rel  | 0.487374 |
| sq_rel   | 0.358529 |
| rmse     | 0.547927 |
| rmse_log | 0.39239  |
| log10    | 0.140451 |
| silog    | 0.329691 |

New model saved: weights/2022_07_04-05_52_57_PM/AuxSparseGuidedDepth_27.pth 
| d1       | 0.581516 |
| d2       | 0.738909 |
| d3       | 0.827388 |
| abs_rel  | 0.495038 |
| sq_rel   | 0.382548 |
| rmse     | 0.542891 |
| rmse_log | 0.394959 |
| log10    | 0.140943 |
| silog    | 0.332119 |

New model saved: weights/2022_07_04-05_52_57_PM/AuxSparseGuidedDepth_28.pth 
| d1       | 0.588123 |
| d2       | 0.743779 |
| d3       | 0.833631 |
| abs_rel  | 0.47409  |
| sq_rel   | 0.34796  |
| rmse     | 0.530503 |
| rmse_log | 0.38492  |
| log10    | 0.136873 |
| silog    | 0.324325 |

New model saved: weights/2022_07_04-05_52_57_PM/AuxSparseGuidedDepth_29.pth 
| d1       | 0.582946 |
| d2       | 0.744189 |
| d3       | 0.838404 |
| abs_rel  | 0.465991 |
| sq_rel   | 0.338734 |
| rmse     | 0.525354 |
| rmse_log | 0.382206 |
| log10    | 0.135463 |
| silog    | 0.322286 |
