| network_model                | AuxSparseGuidedDepth                  |
New model saved: weights/2022_07_04-03_06_16_PM/AuxSparseGuidedDepth_12.pth 
| d1       | 0.513249 |
| d2       | 0.696766 |
| d3       | 0.79902  |
| abs_rel  | 0.572193 |
| sq_rel   | 0.468184 |
| rmse     | 0.593421 |
| rmse_log | 0.439055 |
| log10    | 0.159684 |
| silog    | 0.362947 |

New model saved: weights/2022_07_04-03_06_16_PM/AuxSparseGuidedDepth_13.pth 
| d1       | 0.527615 |
| d2       | 0.705247 |
| d3       | 0.804903 |
| abs_rel  | 0.55896  |
| sq_rel   | 0.466058 |
| rmse     | 0.593061 |
| rmse_log | 0.432615 |
| log10    | 0.156463 |
| silog    | 0.360135 |

New model saved: weights/2022_07_04-03_06_16_PM/AuxSparseGuidedDepth_16.pth 
| d1       | 0.546419 |
| d2       | 0.72315  |
| d3       | 0.820773 |
| abs_rel  | 0.521312 |
| sq_rel   | 0.402537 |
| rmse     | 0.561358 |
| rmse_log | 0.408099 |
| log10    | 0.147966 |
| silog    | 0.339474 |

New model saved: weights/2022_07_04-03_06_16_PM/AuxSparseGuidedDepth_17.pth 
| d1       | 0.562919 |
| d2       | 0.728715 |
| d3       | 0.825026 |
| abs_rel  | 0.503098 |
| sq_rel   | 0.378721 |
| rmse     | 0.549956 |
| rmse_log | 0.399466 |
| log10    | 0.143695 |
| silog    | 0.33467  |

New model saved: weights/2022_07_04-03_06_16_PM/AuxSparseGuidedDepth_18.pth 
| d1       | 0.578165 |
| d2       | 0.739803 |
| d3       | 0.830474 |
| abs_rel  | 0.494638 |
| sq_rel   | 0.376184 |
| rmse     | 0.541246 |
| rmse_log | 0.3926   |
| log10    | 0.140941 |
| silog    | 0.330592 |

New model saved: weights/2022_07_04-03_06_16_PM/AuxSparseGuidedDepth_26.pth 
| d1       | 0.555343 |
| d2       | 0.743507 |
| d3       | 0.839251 |
| abs_rel  | 0.491642 |
| sq_rel   | 0.389436 |
| rmse     | 0.534759 |
| rmse_log | 0.390595 |
| log10    | 0.14032  |
| silog    | 0.327893 |

New model saved: weights/2022_07_04-03_06_16_PM/AuxSparseGuidedDepth_29.pth 
| d1       | 0.568451 |
| d2       | 0.751009 |
| d3       | 0.842228 |
| abs_rel  | 0.475613 |
| sq_rel   | 0.362169 |
| rmse     | 0.529094 |
| rmse_log | 0.382751 |
| log10    | 0.136977 |
| silog    | 0.322345 |

New model saved: weights/2022_07_04-03_06_16_PM/AuxSparseGuidedDepth_30.pth 
| d1       | 0.5785   |
| d2       | 0.754735 |
| d3       | 0.845437 |
| abs_rel  | 0.466594 |
| sq_rel   | 0.357363 |
| rmse     | 0.523864 |
| rmse_log | 0.378832 |
| log10    | 0.134248 |
| silog    | 0.321187 |
