| network_model                | AuxSparseGuidedDepth                  |
| rmse     | 0.889828 |
| rmse_log | 0.640654 |
| log10    | 0.254009 |
| silog    | 0.501922 |

New model saved: weights/2022_07_05-10_16_34_AM/AuxSparseGuidedDepth_15.pth 
| d1       | 0.229218 |
| d2       | 0.507812 |
| d3       | 0.67639  |
| abs_rel  | 0.931092 |
| sq_rel   | 0.950265 |
| rmse     | 0.854423 |
| rmse_log | 0.619389 |
| log10    | 0.244732 |
| silog    | 0.487692 |

New model saved: weights/2022_07_05-10_16_34_AM/AuxSparseGuidedDepth_16.pth 
| d1       | 0.245899 |
| d2       | 0.537178 |
| d3       | 0.682847 |
| abs_rel  | 0.893008 |
| sq_rel   | 0.888198 |
| rmse     | 0.828811 |
| rmse_log | 0.602067 |
| log10    | 0.236897 |
| silog    | 0.47701  |

New model saved: weights/2022_07_05-10_16_34_AM/AuxSparseGuidedDepth_22.pth 
| d1       | 0.325055 |
| d2       | 0.591153 |
| d3       | 0.701778 |
| abs_rel  | 0.782204 |
| sq_rel   | 0.735924 |
| rmse     | 0.772839 |
| rmse_log | 0.551694 |
| log10    | 0.212563 |
| silog    | 0.443146 |

New model saved: weights/2022_07_05-10_16_34_AM/AuxSparseGuidedDepth_23.pth 
| d1       | 0.342837 |
| d2       | 0.604924 |
| d3       | 0.714595 |
| abs_rel  | 0.749348 |
| sq_rel   | 0.667814 |
| rmse     | 0.731479 |
| rmse_log | 0.532854 |
| log10    | 0.205745 |
| silog    | 0.42801  |

New model saved: weights/2022_07_05-10_16_34_AM/AuxSparseGuidedDepth_24.pth 
| d1       | 0.358421 |
| d2       | 0.615908 |
| d3       | 0.723854 |
| abs_rel  | 0.72404  |
| sq_rel   | 0.625017 |
| rmse     | 0.709378 |
| rmse_log | 0.519906 |
| log10    | 0.200508 |
| silog    | 0.418664 |

New model saved: weights/2022_07_05-10_16_34_AM/AuxSparseGuidedDepth_25.pth 
| d1       | 0.367234 |
| d2       | 0.619174 |
| d3       | 0.727539 |
| abs_rel  | 0.714061 |
| sq_rel   | 0.61552  |
| rmse     | 0.706241 |
| rmse_log | 0.516003 |
| log10    | 0.198278 |
| silog    | 0.416342 |

New model saved: weights/2022_07_05-10_16_34_AM/AuxSparseGuidedDepth_26.pth 
| d1       | 0.385318 |
| d2       | 0.629763 |
| d3       | 0.734915 |
| abs_rel  | 0.693753 |
| sq_rel   | 0.585595 |
| rmse     | 0.690519 |
| rmse_log | 0.505633 |
| log10    | 0.193911 |
| silog    | 0.40961  |

New model saved: weights/2022_07_05-10_16_34_AM/AuxSparseGuidedDepth_27.pth 
| d1       | 0.402488 |
| d2       | 0.637319 |
| d3       | 0.741097 |
| abs_rel  | 0.674473 |
| sq_rel   | 0.558924 |
| rmse     | 0.679045 |
| rmse_log | 0.496576 |
| log10    | 0.189864 |
| silog    | 0.403877 |

New model saved: weights/2022_07_05-10_16_34_AM/AuxSparseGuidedDepth_28.pth 
| d1       | 0.414226 |
| d2       | 0.63915  |
| d3       | 0.744591 |
| abs_rel  | 0.662487 |
| sq_rel   | 0.5471   |
| rmse     | 0.676379 |
| rmse_log | 0.491968 |
| log10    | 0.187268 |
| silog    | 0.401264 |

New model saved: weights/2022_07_05-10_16_34_AM/AuxSparseGuidedDepth_36.pth 
| d1       | 0.459575 |
| d2       | 0.64741  |
| d3       | 0.757217 |
| abs_rel  | 0.621206 |
| sq_rel   | 0.512367 |
| rmse     | 0.668539 |
| rmse_log | 0.474057 |
| log10    | 0.177105 |
| silog    | 0.390596 |

New model saved: weights/2022_07_05-10_16_34_AM/AuxSparseGuidedDepth_37.pth 
| d1       | 0.466757 |
| d2       | 0.652862 |
| d3       | 0.763486 |
| abs_rel  | 0.604046 |
| sq_rel   | 0.486704 |
| rmse     | 0.657469 |
| rmse_log | 0.465549 |
| log10    | 0.173722 |
| silog    | 0.384261 |

New model saved: weights/2022_07_05-10_16_34_AM/AuxSparseGuidedDepth_51.pth 
| d1       | 0.493923 |
| d2       | 0.665914 |
| d3       | 0.781325 |
| abs_rel  | 0.556618 |
| sq_rel   | 0.426837 |
| rmse     | 0.641415 |
| rmse_log | 0.447101 |
| log10    | 0.164477 |
| silog    | 0.371847 |

New model saved: weights/2022_07_05-10_16_34_AM/AuxSparseGuidedDepth_52.pth 
| d1       | 0.500914 |
| d2       | 0.668981 |
| d3       | 0.784668 |
| abs_rel  | 0.550889 |
| sq_rel   | 0.420021 |
| rmse     | 0.631877 |
| rmse_log | 0.44256  |
| log10    | 0.162553 |
| silog    | 0.368758 |
