| network_model                | GuideDepth                                            |
| rmse     | 2.55513   |
| rmse_log | 0.104518  |
| log10    | 0.0296806 |
| silog    | 0.102253  |

New model saved: weights/2022_06_30-01_26_39_PM/GuideDepth_92.pth 
| d1       | 0.958094  |
| d2       | 0.993767  |
| d3       | 0.998506  |
| abs_rel  | 0.06962   |
| sq_rel   | 0.231742  |
| rmse     | 2.49928   |
| rmse_log | 0.0995039 |
| log10    | 0.0297918 |
| silog    | 0.0966769 |

New model saved: weights/2022_06_30-01_26_39_PM/GuideDepth_93.pth 
| d1       | 0.9571    |
| d2       | 0.992245  |
| d3       | 0.998164  |
| abs_rel  | 0.0674376 |
| sq_rel   | 0.252567  |
| rmse     | 2.46137   |
| rmse_log | 0.0983225 |
| log10    | 0.0276855 |
| silog    | 0.0945601 |
